Rouge Type,Filename,ROUGE-1,ROUGE-1,ROUGE-1,ROUGE-2,ROUGE-2,ROUGE-2,ROUGE-3,ROUGE-3,ROUGE-3,ROUGE-4,ROUGE-4,ROUGE-4,ROUGE-L,ROUGE-L,ROUGE-L,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-S*,ROUGE-S*,ROUGE-S*,ROUGE-SU*,ROUGE-SU*,ROUGE-SU*
899,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-181-article_output,0.52525,0.50732,0.51613,0.35533,0.34314,0.34913,0.31633,0.30542,0.31078,0.29744,0.28713,0.29219,0.5101,0.49268,0.50124,0.35581,0.16783,0.22808,0.25432,0.23721,0.24547,0.25701,0.23979,0.2481
900,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-108-article_output,0.60714,0.4359,0.50746,0.33813,0.24227,0.28228,0.22464,0.16062,0.18731,0.16058,0.11458,0.13373,0.55,0.39487,0.4597,0.31812,0.11641,0.17045,0.33659,0.17314,0.22866,0.34046,0.17583,0.2319
901,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-183-article_output,0.72581,0.65217,0.68702,0.62602,0.56204,0.59231,0.60656,0.54412,0.57365,0.59504,0.53333,0.5625,0.72581,0.65217,0.68702,0.56485,0.24947,0.34609,0.52295,0.42188,0.46701,0.52613,0.42513,0.47027
902,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-203-article_output,0.3096,0.63291,0.4158,0.13975,0.28662,0.18789,0.10903,0.22436,0.14675,0.09062,0.1871,0.1221,0.28793,0.58861,0.3867,0.1778,0.18731,0.18243,0.09249,0.38781,0.14936,0.0938,0.39076,0.15128
903,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-133-article_output,0.7411,0.82971,0.78291,0.61688,0.69091,0.6518,0.56678,0.63504,0.59897,0.52288,0.58608,0.55268,0.73139,0.81884,0.77265,0.48883,0.26726,0.34558,0.49504,0.62074,0.55081,0.49664,0.62226,0.5524
904,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-231-article_output,0.37982,0.7033,0.49326,0.1756,0.32597,0.22824,0.11343,0.21111,0.14757,0.07784,0.14525,0.10136,0.36202,0.67033,0.47014,0.21062,0.22016,0.21528,0.12761,0.43865,0.1977,0.12909,0.44151,0.19977
905,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-185-article_output,0.94872,0.87059,0.90798,0.91613,0.84024,0.87655,0.90909,0.83333,0.86956,0.90196,0.82635,0.8625,0.94872,0.87059,0.90798,0.72482,0.32553,0.44928,0.90471,0.76143,0.82691,0.90527,0.76269,0.82789
906,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-169-article_output,0.67708,0.72222,0.69892,0.55789,0.59551,0.57609,0.53191,0.56818,0.54945,0.51613,0.55172,0.53333,0.65625,0.7,0.67742,0.53953,0.28293,0.3712,0.44408,0.50562,0.47286,0.44898,0.5105,0.47777
907,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-155-article_output,0.93902,0.28,0.43137,0.71605,0.21168,0.32676,0.625,0.18315,0.28329,0.56962,0.16544,0.25641,0.90244,0.26909,0.41456,0.62032,0.09075,0.15834,0.85486,0.07536,0.13851,0.85685,0.07681,0.14098
908,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-180-article_output,0.74359,0.64444,0.69047,0.62338,0.53933,0.57832,0.59211,0.51136,0.54878,0.57333,0.49425,0.53086,0.74359,0.64444,0.69047,0.60487,0.26521,0.36874,0.5328,0.3995,0.45662,0.53799,0.40474,0.46195
909,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-159-article_output,0.37805,0.24219,0.29524,0.20988,0.13386,0.16346,0.15,0.09524,0.11651,0.12658,0.08,0.09804,0.32927,0.21094,0.25715,0.23539,0.07518,0.11396,0.15176,0.06201,0.08804,0.15726,0.06481,0.09179
910,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-126-article_output,0.72685,0.54514,0.62302,0.46977,0.35192,0.40239,0.3785,0.28322,0.324,0.32394,0.24211,0.27711,0.70833,0.53125,0.60714,0.44497,0.16235,0.2379,0.51581,0.2898,0.3711,0.51777,0.29158,0.37307
911,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-208-article_output,0.48157,0.78715,0.59756,0.31773,0.52016,0.39449,0.24198,0.39676,0.30062,0.19554,0.32114,0.24307,0.46437,0.75904,0.57622,0.3026,0.24373,0.26999,0.22775,0.60944,0.33159,0.22899,0.61085,0.33311
912,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-170-article_output,0.55952,0.63514,0.59494,0.45783,0.52055,0.48718,0.41463,0.47222,0.44156,0.37037,0.42254,0.39474,0.54762,0.62162,0.58228,0.45256,0.28497,0.34972,0.3035,0.39171,0.34201,0.30961,0.39834,0.34841
913,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-204-article_output,0.95031,0.5625,0.7067,0.8375,0.49446,0.62181,0.80503,0.47407,0.59673,0.78481,0.46097,0.5808,0.93168,0.55147,0.69284,0.62396,0.17536,0.27378,0.8455,0.29547,0.43791,0.84686,0.29744,0.44025
914,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-108-article_output,0.94667,0.3641,0.52592,0.82432,0.31443,0.45522,0.72603,0.27461,0.3985,0.63889,0.23958,0.34848,0.92,0.35385,0.51112,0.70952,0.13909,0.23259,0.87171,0.12789,0.22306,0.87364,0.13025,0.2267
915,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-130-article_output,0.4902,0.32895,0.3937,0.14,0.09333,0.112,0.04082,0.02703,0.03252,0.02083,0.0137,0.01653,0.37255,0.25,0.29921,0.2568,0.083,0.12545,0.16314,0.07298,0.10085,0.17509,0.07932,0.10918
916,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-175-article_output,0.79535,0.75,0.77201,0.69159,0.65198,0.6712,0.67136,0.63274,0.65148,0.65566,0.61778,0.63616,0.79535,0.75,0.77201,0.57979,0.2692,0.36768,0.62182,0.55279,0.58528,0.62341,0.55449,0.58693
917,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-117-article_output,0.91111,0.74545,0.82,0.76536,0.62557,0.68844,0.66854,0.54587,0.60101,0.58757,0.47926,0.52792,0.87778,0.71818,0.79,0.57664,0.23598,0.33491,0.80348,0.53732,0.64398,0.80465,0.53918,0.64569
918,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-156-article_output,0.80198,0.73303,0.76596,0.64677,0.59091,0.61758,0.575,0.52511,0.54892,0.52261,0.47706,0.4988,0.78218,0.71493,0.74704,0.44788,0.19765,0.27427,0.61573,0.51419,0.5604,0.61755,0.51614,0.56231
919,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-122-article_output,0.52308,0.45333,0.48571,0.3125,0.27027,0.28985,0.22222,0.19178,0.20588,0.16129,0.13889,0.14925,0.41538,0.36,0.38571,0.29269,0.12096,0.17118,0.24567,0.18414,0.2105,0.2542,0.1913,0.21831
920,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-118-article_output,0.70732,0.23577,0.35366,0.45679,0.15102,0.22699,0.325,0.10656,0.1605,0.25316,0.0823,0.12422,0.67073,0.22358,0.33537,0.4565,0.07204,0.12444,0.44384,0.04891,0.08811,0.45032,0.05043,0.0907
921,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-209-article_output,1.0,0.43836,0.60953,0.96774,0.41667,0.58253,0.93333,0.39437,0.55446,0.89655,0.37143,0.52525,1.0,0.43836,0.60953,0.90834,0.16881,0.28471,1.0,0.18874,0.31755,1.0,0.19519,0.32663
922,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-184-article_output,0.575,0.79769,0.66828,0.48117,0.6686,0.55961,0.45798,0.63743,0.53301,0.44304,0.61765,0.51597,0.575,0.79769,0.66828,0.42335,0.30626,0.35541,0.24868,0.47937,0.32748,0.25136,0.48299,0.33064
923,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-121-article_output,0.74916,0.7044,0.72609,0.49329,0.46372,0.47805,0.39394,0.37025,0.38173,0.33784,0.31746,0.32733,0.68562,0.64465,0.6645,0.42789,0.19184,0.26491,0.52502,0.46406,0.49266,0.5265,0.46556,0.49416
924,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-173-article_output,0.75817,0.63388,0.69048,0.65789,0.54945,0.5988,0.64238,0.53591,0.58433,0.62667,0.52222,0.5697,0.7451,0.62295,0.67857,0.56558,0.23525,0.33229,0.57353,0.40047,0.47163,0.57589,0.40297,0.47416
925,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-122-article_output,0.72222,0.86667,0.78788,0.59551,0.71622,0.65031,0.51136,0.61644,0.559,0.43678,0.52778,0.47799,0.65556,0.78667,0.71516,0.49701,0.2844,0.36178,0.49039,0.70775,0.57935,0.49536,0.71183,0.58419
926,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-169-article_output,0.70175,0.44444,0.54421,0.42857,0.26966,0.33103,0.34545,0.21591,0.26573,0.31481,0.1954,0.24113,0.61404,0.38889,0.47619,0.45128,0.14051,0.2143,0.38847,0.15481,0.22139,0.39891,0.16097,0.22938
927,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-176-article_output,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83776,0.4241,0.56313,1.0,1.0,1.0,1.0,1.0,1.0
928,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-146-article_output,0.8125,0.49618,0.61611,0.59119,0.36015,0.44762,0.48101,0.29231,0.36364,0.41401,0.25097,0.3125,0.79375,0.48473,0.60189,0.49138,0.14478,0.22366,0.66737,0.24828,0.36192,0.66915,0.25015,0.36416
929,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-204-article_output,0.76856,0.64706,0.7026,0.60965,0.51292,0.55712,0.5815,0.48889,0.53119,0.55752,0.4684,0.50909,0.73362,0.61765,0.67066,0.50707,0.2027,0.28962,0.58201,0.41225,0.48264,0.58362,0.41396,0.48436
930,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-126-article_output,0.91045,0.21181,0.34367,0.65152,0.14983,0.24363,0.56923,0.12937,0.21083,0.5,0.11228,0.18338,0.83582,0.19444,0.31549,0.57071,0.06459,0.11605,0.80371,0.043,0.08163,0.8072,0.04417,0.08376
931,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-118-article_output,0.62727,0.56098,0.59228,0.40639,0.36327,0.38362,0.31193,0.27869,0.29437,0.26728,0.23868,0.25217,0.59545,0.53252,0.56223,0.32131,0.13605,0.19116,0.37987,0.30367,0.33752,0.38208,0.30573,0.33967
932,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-95-article_output,0.75182,0.36268,0.48931,0.43382,0.20848,0.28162,0.32593,0.15603,0.21103,0.26119,0.12456,0.16868,0.70803,0.34155,0.46081,0.422,0.0986,0.15985,0.53789,0.1247,0.20246,0.54094,0.12634,0.20484
933,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-119-article_output,0.51064,0.74667,0.6065,0.32622,0.47768,0.38768,0.24159,0.35426,0.28727,0.19018,0.27928,0.22627,0.48328,0.70667,0.57401,0.30103,0.21086,0.248,0.24479,0.52413,0.33372,0.24639,0.52608,0.3356
934,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-100-article_output,0.83721,0.72,0.77419,0.71429,0.61224,0.65934,0.58537,0.5,0.53933,0.5,0.42553,0.45977,0.74419,0.64,0.68817,0.60986,0.2691,0.37343,0.54928,0.4049,0.46617,0.56296,0.41758,0.47949
935,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-179-article_output,0.56886,0.57229,0.57057,0.37349,0.37576,0.37462,0.33939,0.34146,0.34042,0.32317,0.32515,0.32416,0.53892,0.54217,0.54054,0.3753,0.19384,0.25564,0.30416,0.30785,0.30599,0.30734,0.31104,0.30918
936,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-97-article_output,0.65306,0.30189,0.41291,0.35417,0.1619,0.22222,0.23404,0.10577,0.1457,0.17391,0.07767,0.10738,0.61224,0.28302,0.3871,0.39029,0.08142,0.13473,0.41071,0.08679,0.1433,0.41993,0.09065,0.14911
937,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-172-article_output,0.8913,0.55405,0.68333,0.84444,0.52055,0.64407,0.81818,0.5,0.62069,0.7907,0.47887,0.59649,0.8913,0.55405,0.68333,0.79315,0.23737,0.36539,0.79227,0.30359,0.43897,0.7963,0.31002,0.44629
938,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-215-article_output,0.72222,0.60938,0.66102,0.56604,0.47619,0.51724,0.48077,0.40323,0.4386,0.43137,0.36066,0.39286,0.7037,0.59375,0.64407,0.55137,0.22931,0.32391,0.51852,0.36806,0.43052,0.52561,0.37518,0.43783
939,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-202-article_output,0.84071,0.65972,0.7393,0.70536,0.55245,0.61961,0.65766,0.51408,0.57707,0.62727,0.48936,0.5498,0.81416,0.63889,0.71595,0.61109,0.23202,0.33634,0.69564,0.42754,0.52959,0.69814,0.43069,0.53273
940,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-211-article_output,0.61957,0.65517,0.63687,0.52747,0.55814,0.54237,0.51111,0.54118,0.52572,0.49438,0.52381,0.50867,0.59783,0.63218,0.61453,0.50723,0.27334,0.35524,0.38247,0.42796,0.40394,0.38765,0.43324,0.40918
941,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-119-article_output,0.46886,0.56889,0.51405,0.23897,0.29018,0.2621,0.15867,0.19283,0.17409,0.11111,0.13514,0.12195,0.42491,0.51556,0.46587,0.25656,0.14912,0.18861,0.20432,0.30103,0.24342,0.20623,0.30337,0.24554
942,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-199-article_output,0.73196,0.49306,0.58922,0.54167,0.36364,0.43515,0.47368,0.3169,0.37974,0.43617,0.29078,0.34894,0.71134,0.47917,0.57262,0.50573,0.16921,0.25358,0.46048,0.20824,0.28679,0.46612,0.21219,0.29162
943,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-185-article_output,0.76429,0.62941,0.69032,0.59712,0.49112,0.53896,0.55797,0.45833,0.50327,0.54015,0.44311,0.48684,0.73571,0.60588,0.66451,0.53719,0.21652,0.30864,0.55622,0.37675,0.44922,0.55912,0.37966,0.45224
944,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-152-article_output,0.72332,0.7625,0.74239,0.60714,0.64017,0.62322,0.5259,0.55462,0.53988,0.468,0.49367,0.48049,0.66008,0.69583,0.67748,0.42868,0.2141,0.28557,0.4829,0.53675,0.5084,0.48478,0.53861,0.51028
945,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-182-article_output,0.68844,0.73656,0.71169,0.61616,0.65946,0.63708,0.59391,0.63587,0.61417,0.57653,0.61749,0.59631,0.68844,0.73656,0.71169,0.49209,0.27205,0.35039,0.44891,0.51404,0.47927,0.45128,0.51639,0.48164
946,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-104-article_output,0.66222,0.57752,0.61698,0.39286,0.34241,0.3659,0.30942,0.26953,0.2881,0.26126,0.22745,0.24319,0.62667,0.54651,0.58385,0.40018,0.16438,0.23304,0.36222,0.27533,0.31285,0.36485,0.27764,0.31533
947,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-172-article_output,0.7191,0.86486,0.78527,0.67045,0.80822,0.73292,0.64368,0.77778,0.7044,0.62791,0.76056,0.6879,0.7191,0.86486,0.78527,0.61852,0.35814,0.45362,0.48979,0.71011,0.57972,0.49476,0.71413,0.58454
948,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-230-article_output,1.0,0.3192,0.48393,0.99213,0.315,0.47818,0.98413,0.31078,0.47238,0.976,0.30653,0.46654,1.0,0.3192,0.48393,0.56603,0.08212,0.14343,1.0,0.10135,0.18405,1.0,0.10242,0.18581
949,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-201-article_output,0.91748,0.88732,0.90215,0.89268,0.86321,0.8777,0.87255,0.8436,0.85783,0.85222,0.82381,0.83777,0.91748,0.88732,0.90215,0.60169,0.2917,0.39291,0.84153,0.78701,0.81336,0.84231,0.78798,0.81424
950,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-200-article_output,0.48077,0.61881,0.54113,0.29344,0.37811,0.33044,0.21705,0.28,0.24454,0.19066,0.24623,0.21491,0.43077,0.55446,0.48485,0.28353,0.18084,0.22083,0.21791,0.36141,0.27189,0.2199,0.36392,0.27415
951,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-156-article_output,0.78972,0.76471,0.77701,0.65728,0.63636,0.64665,0.59906,0.57991,0.58933,0.55924,0.54128,0.55011,0.76636,0.74208,0.75402,0.53397,0.24964,0.34022,0.59032,0.55343,0.57128,0.5922,0.55536,0.57319
952,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-210-article_output,0.40237,0.65072,0.49726,0.13056,0.21154,0.16147,0.03869,0.0628,0.04788,0.01493,0.02427,0.01849,0.3284,0.5311,0.40585,0.18408,0.15029,0.16548,0.14182,0.3716,0.20529,0.14336,0.37427,0.20731
953,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-108-article_output,0.67039,0.61538,0.64171,0.41011,0.37629,0.39247,0.32203,0.29534,0.30811,0.27841,0.25521,0.26631,0.60894,0.55897,0.58289,0.38096,0.17824,0.24286,0.4301,0.36225,0.39327,0.43274,0.3648,0.39588
954,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-170-article_output,0.67647,0.62162,0.64789,0.56716,0.52055,0.54286,0.51515,0.47222,0.49275,0.46154,0.42254,0.44118,0.66176,0.60811,0.6338,0.54047,0.2755,0.36496,0.44644,0.37653,0.40852,0.4533,0.3832,0.41531
955,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-112-article_output,0.76712,0.29474,0.42586,0.51389,0.19577,0.28353,0.35211,0.13298,0.19305,0.24286,0.09091,0.1323,0.57534,0.22105,0.31939,0.38252,0.067,0.11403,0.51218,0.07497,0.13079,0.51889,0.07722,0.13443
956,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-141-article_output,0.94118,0.55172,0.69565,0.80741,0.47186,0.59563,0.70896,0.41304,0.52198,0.61654,0.35808,0.45304,0.88971,0.52155,0.65761,0.5705,0.16001,0.24992,0.88464,0.30307,0.45147,0.88535,0.30514,0.45386
957,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-227-article_output,0.62185,0.42857,0.50743,0.30056,0.20696,0.24513,0.19718,0.13566,0.16073,0.15254,0.10485,0.12428,0.59104,0.40734,0.48229,0.31693,0.11443,0.16815,0.37758,0.17919,0.24304,0.37896,0.18015,0.24421
958,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-144-article_output,0.48993,0.67593,0.56809,0.32432,0.4486,0.37647,0.2585,0.35849,0.30039,0.21233,0.29524,0.24701,0.45638,0.62963,0.52919,0.31353,0.21029,0.25174,0.21087,0.40239,0.27672,0.21461,0.40748,0.28115
959,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-229-article_output,0.84416,0.1277,0.22184,0.63158,0.09449,0.16439,0.58667,0.08679,0.15121,0.56757,0.083,0.14482,0.79221,0.11984,0.20819,0.66424,0.04965,0.09239,0.7136,0.01615,0.03159,0.71686,0.01658,0.03241
960,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-136-article_output,0.89011,0.41221,0.56347,0.67403,0.31122,0.42582,0.58333,0.26854,0.36777,0.51397,0.2359,0.32338,0.87363,0.40458,0.55304,0.52227,0.11319,0.18606,0.74725,0.15979,0.26328,0.7488,0.16106,0.2651
961,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-174-article_output,0.71429,0.48387,0.57692,0.56452,0.38043,0.45454,0.52459,0.35165,0.42105,0.51667,0.34444,0.41333,0.66667,0.45161,0.53846,0.59451,0.20243,0.30202,0.39119,0.17859,0.24523,0.40099,0.1849,0.2531
962,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-145-article_output,0.79673,0.87661,0.83476,0.70492,0.77577,0.73865,0.64319,0.70801,0.67405,0.6,0.66062,0.62885,0.79206,0.87147,0.82987,0.47017,0.24195,0.31949,0.41744,0.50546,0.45725,0.41919,0.50734,0.45907
963,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-231-article_output,0.38272,0.68132,0.49012,0.17337,0.30939,0.22222,0.11491,0.20556,0.14741,0.081,0.14525,0.104,0.3642,0.64835,0.4664,0.21479,0.21586,0.21532,0.148,0.47016,0.22513,0.14942,0.47244,0.22703
964,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-161-article_output,0.7197,0.84821,0.77869,0.64885,0.76577,0.70248,0.62308,0.73636,0.675,0.60465,0.7156,0.65546,0.71212,0.83929,0.77049,0.43241,0.26886,0.33156,0.50786,0.7064,0.5909,0.51111,0.70902,0.59401
965,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-124-article_output,0.82278,0.65,0.72626,0.65385,0.51515,0.57627,0.51948,0.40816,0.45714,0.42105,0.3299,0.36994,0.72152,0.57,0.63687,0.49168,0.19194,0.2761,0.51899,0.32303,0.39821,0.52612,0.32917,0.40497
966,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-223-article_output,0.74257,0.74751,0.74503,0.62583,0.63,0.62791,0.60797,0.61204,0.61,0.6,0.60403,0.60201,0.71617,0.72093,0.71854,0.49912,0.23534,0.31986,0.53964,0.54684,0.54322,0.54094,0.54814,0.54452
967,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-141-article_output,0.91765,0.67241,0.77612,0.76923,0.56277,0.65,0.67857,0.49565,0.57286,0.59281,0.43231,0.5,0.85882,0.62931,0.72637,0.58075,0.20361,0.30151,0.83557,0.44794,0.58322,0.83645,0.44981,0.58502
968,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-157-article_output,0.71206,0.66545,0.68797,0.51172,0.4781,0.49434,0.44706,0.41758,0.43182,0.40157,0.375,0.38783,0.68482,0.64,0.66165,0.44239,0.19153,0.26732,0.44625,0.38965,0.41603,0.44827,0.3916,0.41802
969,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-194-article_output,0.68449,0.67725,0.68085,0.53226,0.5266,0.52941,0.49189,0.48663,0.48925,0.45652,0.45161,0.45405,0.6738,0.66667,0.67022,0.36905,0.18743,0.2486,0.4584,0.44872,0.45351,0.46083,0.45115,0.45594
970,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-192-article_output,0.30435,0.23333,0.26415,0.04444,0.0339,0.03846,0.0,0.0,0.0,0.0,0.0,0.0,0.26087,0.2,0.22642,0.18303,0.07092,0.10223,0.0715,0.04181,0.05277,0.08148,0.04811,0.0605
971,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-108-article_output,0.6619,0.71282,0.68642,0.52153,0.56186,0.54094,0.47596,0.51295,0.49376,0.44444,0.47917,0.46115,0.63333,0.68205,0.65679,0.44006,0.24155,0.3119,0.44757,0.51927,0.48076,0.44958,0.52122,0.48276
972,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-167-article_output,0.77333,0.80556,0.78912,0.69128,0.72028,0.70548,0.65541,0.6831,0.66897,0.63946,0.66667,0.65278,0.76667,0.79861,0.78231,0.60006,0.31282,0.41125,0.58327,0.63306,0.60715,0.58575,0.63541,0.60957
973,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-164-article_output,0.62424,0.73571,0.67541,0.56707,0.66906,0.61386,0.54601,0.64493,0.59136,0.53704,0.63504,0.58194,0.61818,0.72857,0.66885,0.48913,0.2954,0.36835,0.39956,0.5556,0.46483,0.40222,0.55811,0.46751
974,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-105-article_output,0.46652,0.71821,0.56563,0.27517,0.42414,0.33379,0.21076,0.32526,0.25578,0.17528,0.27083,0.21282,0.43973,0.67698,0.53315,0.25898,0.19673,0.2236,0.20896,0.49586,0.29402,0.21009,0.49735,0.2954
975,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-125-article_output,0.74,0.74,0.74,0.60606,0.60606,0.60606,0.54082,0.54082,0.54082,0.48454,0.48454,0.48454,0.72,0.72,0.72,0.53037,0.27576,0.36286,0.45677,0.45677,0.45677,0.46247,0.46247,0.46247
