Rouge Type,Filename,ROUGE-1,ROUGE-1,ROUGE-1,ROUGE-2,ROUGE-2,ROUGE-2,ROUGE-3,ROUGE-3,ROUGE-3,ROUGE-4,ROUGE-4,ROUGE-4,ROUGE-L,ROUGE-L,ROUGE-L,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-S*,ROUGE-S*,ROUGE-S*,ROUGE-SU*,ROUGE-SU*,ROUGE-SU*
3270,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-219-article_output,0.63636,0.33333,0.4375,0.33333,0.17073,0.2258,0.1,0.05,0.06667,0.0,0.0,0.0,0.63636,0.33333,0.4375,0.47971,0.11899,0.19068,0.39394,0.10569,0.16667,0.41667,0.11641,0.18198
3271,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-163-article_output,0.58621,0.55738,0.57143,0.47368,0.45,0.46154,0.44643,0.42373,0.43478,0.43636,0.41379,0.42478,0.55172,0.52459,0.53781,0.50457,0.24181,0.32694,0.2686,0.24262,0.25495,0.27953,0.25291,0.26555
3272,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-105-article_output,0.52494,0.75945,0.62079,0.32143,0.46552,0.38028,0.24105,0.34948,0.28531,0.18421,0.26736,0.21813,0.50119,0.72509,0.5927,0.29891,0.21338,0.24901,0.26481,0.55485,0.35851,0.26602,0.55622,0.35991
3273,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-193-article_output,0.78261,0.52174,0.62609,0.62044,0.41262,0.49563,0.57353,0.38049,0.45748,0.54815,0.36275,0.43658,0.76812,0.51208,0.6145,0.5357,0.1845,0.27447,0.5557,0.24638,0.3414,0.55902,0.24904,0.34457
3274,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-190-article_output,0.64088,0.51786,0.57284,0.42778,0.34529,0.38213,0.36313,0.29279,0.32419,0.33708,0.27149,0.30075,0.61326,0.49554,0.54815,0.39687,0.15838,0.22641,0.37563,0.245,0.29657,0.37857,0.24743,0.29926
3275,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lexrank-coref-sent-token-231-article_output,0.47368,0.59341,0.52683,0.19383,0.24309,0.21568,0.12832,0.16111,0.14286,0.09333,0.11732,0.10396,0.44298,0.55495,0.49268,0.25848,0.1828,0.21415,0.21165,0.33252,0.25866,0.21394,0.3354,0.26124
3276,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-luhn-coref-sent-token-149-article_output,0.71084,0.25652,0.37699,0.34146,0.12227,0.18006,0.2716,0.09649,0.14239,0.2375,0.0837,0.12378,0.6506,0.23478,0.34504,0.42249,0.07616,0.12906,0.49897,0.06448,0.1142,0.50416,0.06614,0.11694
3277,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lexrank-coref-sent-token-95-article_output,0.75771,0.60563,0.67319,0.5,0.39929,0.44401,0.40889,0.32624,0.36292,0.34821,0.27758,0.30891,0.74009,0.59155,0.65754,0.44887,0.17377,0.25055,0.57121,0.3646,0.4451,0.57279,0.36626,0.44681
3278,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-gen-s-coref-sent-token-155-article_output,0.68259,0.72727,0.70422,0.46918,0.5,0.4841,0.3677,0.39194,0.37943,0.3069,0.32721,0.31673,0.65529,0.69818,0.67606,0.39441,0.20617,0.27079,0.44787,0.50853,0.47628,0.44948,0.51013,0.47789
3279,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-gen-s-coref-sent-token-182-article_output,0.57589,0.69355,0.62927,0.43946,0.52973,0.48039,0.3964,0.47826,0.4335,0.36199,0.43716,0.39604,0.56696,0.6828,0.61951,0.31179,0.19403,0.2392,0.31302,0.4544,0.37069,0.31533,0.45693,0.37315
3280,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-2-coref-sent-token-139-article_output,0.80676,0.56803,0.66667,0.64078,0.45051,0.52906,0.59024,0.41438,0.48692,0.54412,0.38144,0.44848,0.77295,0.54422,0.63873,0.52723,0.17822,0.26639,0.64945,0.32149,0.43008,0.65095,0.32315,0.4319
3281,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lexrank-coref-sent-token-195-article_output,0.66304,0.73494,0.69714,0.48352,0.53659,0.50867,0.38889,0.4321,0.40936,0.32584,0.3625,0.34319,0.66304,0.73494,0.69714,0.51165,0.30446,0.38175,0.37769,0.46459,0.41666,0.38368,0.47088,0.42283
3282,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-2-coref-sent-token-203-article_output,0.28538,0.77848,0.41765,0.18372,0.50318,0.26916,0.13753,0.37821,0.20171,0.10748,0.29677,0.15781,0.27378,0.74684,0.40068,0.1728,0.24291,0.20194,0.08031,0.60002,0.14166,0.08125,0.60223,0.14318
3283,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-167-article_output,0.65,0.8125,0.72222,0.54749,0.68531,0.6087,0.49438,0.61972,0.55,0.45763,0.57447,0.50944,0.63889,0.79861,0.70988,0.45138,0.28237,0.34741,0.24438,0.38238,0.29819,0.24888,0.38835,0.30335
3284,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-207-article_output,0.84328,0.69325,0.76094,0.69173,0.5679,0.62373,0.65909,0.54037,0.59385,0.63359,0.51875,0.57045,0.79851,0.65644,0.72054,0.53461,0.23445,0.32595,0.6768,0.45679,0.54544,0.67923,0.45963,0.54826
3285,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lexrank-coref-sent-token-96-article_output,0.49194,0.7379,0.59032,0.32884,0.49393,0.39482,0.27027,0.4065,0.32467,0.23035,0.34694,0.27687,0.47312,0.70968,0.56774,0.30157,0.2241,0.25713,0.24228,0.54587,0.3356,0.24363,0.54743,0.33719
3286,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-111-article_output,0.68379,0.78636,0.7315,0.53571,0.61644,0.57325,0.45817,0.52752,0.49041,0.404,0.46544,0.43255,0.63241,0.72727,0.67653,0.41505,0.23714,0.30183,0.43968,0.58182,0.50086,0.44158,0.58365,0.50277
3287,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-sumbasic-coref-sent-token-136-article_output,0.85425,0.5369,0.65938,0.63821,0.40051,0.49216,0.55918,0.35038,0.43081,0.5041,0.31538,0.38801,0.83806,0.52672,0.64688,0.50109,0.14738,0.22777,0.69267,0.2732,0.39185,0.69393,0.27452,0.39341
3288,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-2-coref-sent-token-166-article_output,0.375,0.93103,0.53465,0.33803,0.85714,0.48485,0.3,0.77778,0.43299,0.26087,0.69231,0.37895,0.375,0.93103,0.53465,0.31581,0.39983,0.35289,0.13732,0.86453,0.237,0.14351,0.86866,0.24633
3289,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-gen-s-coref-sent-token-123-article_output,0.71569,0.71104,0.71336,0.51148,0.50814,0.5098,0.43421,0.43137,0.43279,0.36964,0.36721,0.36842,0.68954,0.68506,0.68729,0.40342,0.19482,0.26275,0.41524,0.40985,0.41253,0.41718,0.41179,0.41447
3290,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-225-article_output,0.59155,0.79245,0.67742,0.51237,0.6872,0.58704,0.47518,0.6381,0.54472,0.43772,0.58852,0.50204,0.58803,0.78774,0.67339,0.41475,0.2697,0.32686,0.34955,0.62805,0.44913,0.35123,0.62958,0.45091
3291,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lexrank-coref-sent-token-227-article_output,0.62374,0.59846,0.61084,0.30645,0.294,0.3001,0.2,0.19186,0.19585,0.15385,0.14757,0.15064,0.60563,0.58108,0.5931,0.31383,0.15775,0.20996,0.36121,0.33249,0.34626,0.36226,0.33351,0.34729
3292,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-227-article_output,0.63395,0.46139,0.53408,0.35372,0.25725,0.29787,0.256,0.18605,0.21549,0.21658,0.15728,0.18223,0.61804,0.44981,0.52067,0.28314,0.10796,0.15632,0.40881,0.21639,0.28299,0.41001,0.21733,0.28408
3293,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-gen-s-coref-sent-token-219-article_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3294,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-sumbasic-coref-sent-token-169-article_output,0.58442,0.5,0.53892,0.30263,0.25843,0.27879,0.2,0.17045,0.18405,0.14865,0.12644,0.13665,0.51948,0.44444,0.47904,0.3643,0.15323,0.21572,0.28947,0.21149,0.24441,0.2968,0.21764,0.25113
3295,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-160-article_output,0.90278,0.61321,0.73034,0.78873,0.53333,0.63636,0.71429,0.48077,0.57471,0.65217,0.43689,0.52325,0.90278,0.61321,0.73034,0.53422,0.20146,0.29258,0.75469,0.34663,0.47506,0.75866,0.3515,0.48042
3296,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-gen-s-coref-sent-token-159-article_output,0.67808,0.77344,0.72263,0.55862,0.6378,0.59559,0.50694,0.57937,0.54074,0.45455,0.52,0.48508,0.66438,0.75781,0.70803,0.48256,0.27441,0.34987,0.4479,0.58329,0.50671,0.45098,0.58619,0.50977
3297,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-163-article_output,0.67816,0.96721,0.7973,0.65116,0.93333,0.76712,0.62353,0.89831,0.73611,0.59524,0.86207,0.70423,0.67816,0.96721,0.7973,0.57136,0.41073,0.47791,0.45977,0.93989,0.61748,0.46459,0.94074,0.622
3298,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-gen-s-coref-sent-token-136-article_output,0.84906,0.57252,0.68389,0.73864,0.49745,0.59451,0.69962,0.47059,0.56269,0.67176,0.45128,0.53988,0.84151,0.56743,0.67781,0.55816,0.17613,0.26777,0.71975,0.32686,0.44956,0.72072,0.32809,0.45091
3299,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lexrank-coref-sent-token-213-article_output,0.6374,0.64729,0.64231,0.4636,0.47082,0.46718,0.39615,0.40234,0.39922,0.35521,0.36078,0.35797,0.62214,0.63178,0.62692,0.40427,0.19143,0.25983,0.3889,0.40108,0.3949,0.39078,0.40296,0.39678
3300,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-2-coref-sent-token-119-article_output,0.368,0.61333,0.46,0.19519,0.32589,0.24415,0.14209,0.23767,0.17785,0.11828,0.1982,0.14815,0.34933,0.58222,0.43666,0.21662,0.17295,0.19234,0.13014,0.36214,0.19147,0.13141,0.36438,0.19316
3301,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lexrank-coref-sent-token-170-article_output,0.57971,0.54054,0.55944,0.45588,0.42466,0.43972,0.41791,0.38889,0.40288,0.37879,0.35211,0.36496,0.57971,0.54054,0.55944,0.42929,0.22205,0.2927,0.33632,0.29211,0.31266,0.343,0.29849,0.3192
3302,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-114-article_output,0.75743,0.83607,0.79481,0.61194,0.67582,0.6423,0.515,0.56906,0.54068,0.44221,0.48889,0.46438,0.74257,0.81967,0.77922,0.48465,0.27668,0.35226,0.39313,0.47925,0.43194,0.39669,0.4831,0.43565
3303,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-2-coref-sent-token-106-article_output,0.64945,0.7364,0.6902,0.47407,0.53782,0.50394,0.38662,0.43882,0.41107,0.33209,0.37712,0.35318,0.60517,0.68619,0.64314,0.38839,0.22451,0.28454,0.41093,0.5286,0.4624,0.4127,0.53035,0.46419
3304,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-luhn-coref-sent-token-168-article_output,0.67925,0.33962,0.45283,0.42857,0.21327,0.28481,0.34615,0.17143,0.2293,0.31068,0.15311,0.20513,0.66038,0.33019,0.44025,0.45574,0.11452,0.18304,0.45373,0.11289,0.1808,0.45785,0.11498,0.1838
3305,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-230-article_output,0.69142,0.74314,0.71635,0.59302,0.6375,0.61446,0.56177,0.60401,0.58212,0.53738,0.57789,0.5569,0.68445,0.73566,0.70913,0.45072,0.22019,0.29585,0.48123,0.55602,0.51593,0.48221,0.55696,0.5169
3306,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-sumbasic-coref-sent-token-97-article_output,0.69643,0.36792,0.48148,0.50909,0.26667,0.35,0.38889,0.20192,0.26582,0.32075,0.16505,0.21795,0.69643,0.36792,0.48148,0.49213,0.11734,0.1895,0.49545,0.13711,0.21478,0.50219,0.14127,0.22051
3307,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-110-article_output,0.61589,0.7686,0.68382,0.47508,0.59336,0.52767,0.40333,0.50417,0.44815,0.34783,0.43515,0.38662,0.5894,0.73554,0.65441,0.39414,0.23371,0.29343,0.30008,0.46771,0.3656,0.30215,0.47017,0.36788
3308,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-105-article_output,0.37695,0.66323,0.48069,0.20157,0.35517,0.25718,0.14706,0.25952,0.18774,0.11591,0.20486,0.14805,0.36328,0.63918,0.46326,0.21292,0.18485,0.19789,0.14113,0.43754,0.21342,0.14203,0.43905,0.21463
3309,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-204-article_output,0.67547,0.65809,0.66667,0.51894,0.50554,0.51215,0.46768,0.45556,0.46154,0.43511,0.42379,0.42938,0.64528,0.62868,0.63687,0.42249,0.19543,0.26724,0.43851,0.41619,0.42706,0.44027,0.41794,0.42881
3310,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-2-coref-sent-token-183-article_output,0.76404,0.98551,0.86076,0.74011,0.9562,0.83439,0.71591,0.92647,0.80769,0.69714,0.9037,0.78709,0.76404,0.98551,0.86076,0.5864,0.37177,0.45505,0.58275,0.97112,0.7284,0.58475,0.97132,0.73002
3311,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-luhn-coref-sent-token-110-article_output,0.83516,0.31405,0.45646,0.66667,0.24896,0.36254,0.5618,0.20833,0.30395,0.47727,0.17573,0.25688,0.82418,0.30992,0.45045,0.54271,0.09697,0.16454,0.54847,0.07702,0.13507,0.5546,0.07894,0.13821
3312,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-sumbasic-coref-sent-token-104-article_output,0.6861,0.59302,0.63617,0.45045,0.38911,0.41754,0.34842,0.30078,0.32285,0.27273,0.23529,0.25263,0.65919,0.56977,0.61123,0.39462,0.16065,0.22834,0.43235,0.32281,0.36964,0.43459,0.32487,0.3718
3313,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-199-article_output,0.71034,0.71528,0.7128,0.625,0.62937,0.62718,0.57343,0.57746,0.57544,0.52113,0.52482,0.52297,0.71034,0.71528,0.7128,0.50209,0.25111,0.33478,0.47088,0.47747,0.47415,0.47411,0.4807,0.47738
3314,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-103-article_output,0.5534,0.76254,0.64135,0.36983,0.51007,0.42877,0.30488,0.42088,0.35361,0.26406,0.36486,0.30638,0.50243,0.69231,0.58228,0.30909,0.20495,0.24647,0.25188,0.47869,0.33008,0.25334,0.48057,0.33178
3315,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-luhn-coref-sent-token-104-article_output,0.65766,0.28295,0.39567,0.40909,0.1751,0.24523,0.3211,0.13672,0.19178,0.25926,0.1098,0.15427,0.63964,0.27519,0.38482,0.41499,0.0841,0.13986,0.43407,0.07993,0.135,0.43797,0.08147,0.13738
3316,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-2-coref-sent-token-125-article_output,0.35922,0.37,0.36453,0.18627,0.19192,0.18905,0.13861,0.14286,0.1407,0.09,0.09278,0.09137,0.33981,0.35,0.34483,0.25685,0.13755,0.17916,0.1344,0.14263,0.13839,0.13875,0.14716,0.14283
3317,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-102-article_output,0.77326,0.46831,0.58333,0.5848,0.35336,0.44053,0.48824,0.29433,0.36726,0.4142,0.24911,0.31111,0.76744,0.46479,0.57895,0.46349,0.13269,0.20632,0.60098,0.21993,0.32202,0.60301,0.22168,0.32418
3318,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-195-article_output,0.50725,0.42169,0.46053,0.19118,0.15854,0.17334,0.1194,0.09877,0.10811,0.09091,0.075,0.08219,0.47826,0.39759,0.43421,0.32304,0.14417,0.19937,0.20375,0.14046,0.16629,0.21251,0.1472,0.17393
3319,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-138-article_output,0.85641,0.62782,0.72451,0.69588,0.50943,0.58823,0.59067,0.43182,0.49891,0.51042,0.37262,0.43077,0.84103,0.61654,0.7115,0.51932,0.18701,0.27499,0.73529,0.39461,0.51359,0.73651,0.39634,0.51535
3320,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-143-article_output,0.63441,0.68077,0.65677,0.46043,0.49421,0.47672,0.38628,0.41473,0.4,0.33333,0.35798,0.34522,0.62007,0.66538,0.64193,0.39039,0.20007,0.26456,0.37036,0.42658,0.39649,0.37223,0.42851,0.39839
3321,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-110-article_output,0.66667,0.78512,0.72106,0.53521,0.63071,0.57905,0.44876,0.52917,0.48566,0.38298,0.45188,0.41459,0.6386,0.75207,0.69071,0.41075,0.22985,0.29476,0.38866,0.53938,0.45178,0.39059,0.54139,0.45379
3322,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-227-article_output,0.62226,0.71236,0.66427,0.40203,0.46035,0.42922,0.2978,0.34109,0.31798,0.24746,0.2835,0.26426,0.61214,0.70077,0.65346,0.30537,0.18315,0.22897,0.38365,0.50291,0.43526,0.38445,0.50371,0.43607
3323,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-textrank-coref-sent-token-179-article_output,0.71366,0.9759,0.82443,0.67699,0.92727,0.78261,0.64,0.87805,0.74036,0.60714,0.83436,0.70284,0.70925,0.96988,0.81934,0.49786,0.34952,0.41071,0.5084,0.95225,0.66289,0.51018,0.95253,0.66447
3324,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-188-article_output,0.7734,0.62055,0.68859,0.61881,0.49603,0.55066,0.57214,0.45817,0.50885,0.54,0.432,0.48,0.75862,0.6087,0.67544,0.5163,0.1995,0.2878,0.56475,0.36323,0.44211,0.56677,0.36523,0.44421
3325,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-luhn-coref-sent-token-137-article_output,0.90625,0.38326,0.5387,0.66316,0.27876,0.39252,0.54255,0.22667,0.31975,0.44086,0.18304,0.25868,0.88542,0.37445,0.52632,0.61484,0.11998,0.20078,0.75768,0.13469,0.22872,0.76069,0.13684,0.23195
3326,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-2-coref-sent-token-156-article_output,0.64527,0.86425,0.73888,0.55254,0.74091,0.63301,0.4932,0.6621,0.5653,0.45051,0.6055,0.51663,0.62838,0.84163,0.71954,0.42126,0.27241,0.33086,0.4005,0.71929,0.51452,0.40214,0.72059,0.5162
3327,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-gen-s-coref-sent-token-131-article_output,0.61856,0.53812,0.57554,0.3886,0.33784,0.36145,0.29167,0.25339,0.27119,0.24607,0.21364,0.22871,0.57216,0.49776,0.53237,0.34565,0.14969,0.20891,0.33283,0.25173,0.28665,0.33573,0.25425,0.28936
3328,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-gen-s-coref-sent-token-109-article_output,0.73913,0.71103,0.72481,0.53571,0.51527,0.52529,0.45418,0.43678,0.44531,0.4,0.38462,0.39216,0.69565,0.6692,0.68217,0.44791,0.2077,0.2838,0.5303,0.49067,0.50972,0.53196,0.49235,0.51139
3329,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-180-article_output,0.73418,0.64444,0.68639,0.58974,0.51685,0.55089,0.57143,0.5,0.53333,0.55263,0.48276,0.51534,0.72152,0.63333,0.67455,0.58567,0.26009,0.36021,0.531,0.40849,0.46176,0.53593,0.41353,0.46684
3330,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-120-article_output,0.79167,0.56623,0.66024,0.56744,0.40532,0.47287,0.48598,0.34667,0.40467,0.42723,0.30435,0.35547,0.77778,0.55629,0.64865,0.46831,0.16033,0.23888,0.61464,0.31401,0.41566,0.61626,0.31566,0.41748
3331,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-2-coref-sent-token-157-article_output,0.67114,0.72727,0.69808,0.50505,0.54745,0.5254,0.43243,0.46886,0.44991,0.38983,0.42279,0.40564,0.65101,0.70545,0.67714,0.40912,0.20538,0.27347,0.39878,0.4684,0.4308,0.40056,0.47024,0.43261
3332,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-132-article_output,0.79208,0.66298,0.7218,0.60596,0.50693,0.55204,0.50166,0.41944,0.45688,0.43667,0.3649,0.39757,0.74257,0.62155,0.67669,0.42985,0.17316,0.24687,0.49039,0.34338,0.40392,0.49237,0.34513,0.40581
3333,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-sumbasic-coref-sent-token-173-article_output,0.81212,0.73224,0.77011,0.71951,0.64835,0.68208,0.66871,0.60221,0.63372,0.62963,0.56667,0.59649,0.81212,0.73224,0.77011,0.58642,0.26305,0.36319,0.66408,0.53954,0.59537,0.66584,0.54161,0.59733
3334,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lexrank-coref-sent-token-198-article_output,0.77305,0.50698,0.61236,0.62143,0.40654,0.49152,0.53237,0.34742,0.42045,0.47101,0.3066,0.37142,0.74468,0.48837,0.58989,0.45558,0.13947,0.21356,0.59271,0.25429,0.35589,0.5951,0.25656,0.35854
3335,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-186-article_output,0.48077,0.52083,0.5,0.30968,0.33566,0.32215,0.28571,0.30986,0.2973,0.26797,0.29078,0.27891,0.46154,0.5,0.48,0.31238,0.17123,0.22121,0.22407,0.26311,0.24203,0.22736,0.26669,0.24546
3336,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-sumbasic-coref-sent-token-190-article_output,0.73364,0.70089,0.71689,0.56808,0.5426,0.55505,0.50472,0.48198,0.49309,0.47393,0.45249,0.46296,0.71495,0.68304,0.69863,0.48575,0.22919,0.31144,0.49814,0.45456,0.47535,0.50035,0.45676,0.47756
3337,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lexrank-coref-sent-token-101-article_output,0.86508,0.60894,0.71476,0.75697,0.53221,0.625,0.684,0.48034,0.56436,0.63454,0.44507,0.52318,0.85714,0.60335,0.70819,0.51605,0.18087,0.26786,0.76197,0.3771,0.50451,0.76278,0.37838,0.50584
3338,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lexrank-coref-sent-token-105-article_output,0.41839,0.62543,0.50138,0.20507,0.3069,0.24586,0.13395,0.20069,0.16066,0.09028,0.13542,0.10834,0.38161,0.57045,0.4573,0.21424,0.15802,0.18188,0.17163,0.38396,0.23722,0.17275,0.38559,0.2386
3339,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-kldiv-coref-sent-token-136-article_output,0.97778,0.44784,0.61431,0.7933,0.36224,0.49737,0.71348,0.32481,0.4464,0.64407,0.29231,0.40212,0.94444,0.43257,0.59337,0.57399,0.12303,0.20263,0.93141,0.1948,0.32221,0.93192,0.19607,0.32398
3340,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-182-article_output,0.59919,0.7957,0.6836,0.50813,0.67568,0.58005,0.46122,0.61413,0.5268,0.42623,0.56831,0.48712,0.59109,0.78495,0.67436,0.4092,0.28079,0.33305,0.23215,0.40994,0.29643,0.23509,0.41403,0.2999
3341,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-lsa-coref-sent-token-121-article_output,0.78431,0.62893,0.69808,0.52756,0.42271,0.46935,0.40316,0.32278,0.35852,0.32143,0.25714,0.28571,0.72941,0.58491,0.64922,0.43929,0.16797,0.24302,0.58638,0.37676,0.45876,0.58792,0.37833,0.46039
3342,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-luhn-coref-sent-token-227-article_output,0.81522,0.14479,0.24591,0.59341,0.10445,0.17763,0.5,0.08721,0.14852,0.4382,0.07573,0.12914,0.80435,0.14286,0.24263,0.50063,0.04658,0.08523,0.77926,0.02436,0.04724,0.77999,0.02482,0.04811
3343,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-1-coref-sent-token-99-article_output,0.82222,0.57364,0.6758,0.68539,0.47656,0.56221,0.60227,0.41732,0.49302,0.54023,0.37302,0.44132,0.82222,0.57364,0.6758,0.60055,0.19406,0.29333,0.57653,0.27968,0.37665,0.58183,0.28411,0.38179
3344,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp3-political-scores/exp3-nltk-2-coref-sent-token-168-article_output,0.56284,0.9717,0.7128,0.53425,0.92417,0.67709,0.51374,0.89048,0.65157,0.49587,0.86124,0.62937,0.56284,0.9717,0.7128,0.40055,0.34753,0.37216,0.31444,0.93906,0.47113,0.31578,0.93936,0.47267
